city,subregion,parking,population,lat,lon,parking_per_pop,region,%_parking
Bratislava,Slovakia,42.7,423737,48.1516988,17.1093063,4.3888704754862955,europe,0.021233981462388574
Wandsbek,Germany,46.4,411422,53.5760029,10.0755348,4.911298143052863,europe,0.02307098263458061
Szczecin,Poland,80.5,407811,53.4301818,14.5509623,8.596098913024463,europe,0.040026039750753695
Palma,Spain,12.3,401270,39.5695818,2.6500745,1.3308059101079177,europe,0.006097245685995124
Manchester,United Kingdom,158.0,395515,53.4794892,-2.2451148,17.401329058746697,europe,0.07858282922463301
Tallinn,Estonia,149.0,394024,59.4372155,24.7453688,16.476646665270277,europe,0.07412654976775579
Bochum,Germany,68.6,385729,51.4818111,7.2196635,7.7481052620499415,europe,0.034124011983801175
Sector 3,Romania,38.1,385439,44.418233650000005,26.16511618586854,4.308457420103644,europe,0.0189609347357992
Las Palmas de Gran Canaria,Spain,21.0,381847,28.1288694,-15.4349015,2.3985628579845946,europe,0.010457377104374777
Bochum-Hordel,Germany,16.3,380000,51.4957286,7.1621104,1.866908011605972,europe,0.008100070489775723
Makiivka,Ukraine,9.0,376610,48.0448144,37.9635093,1.0418471100415199,europe,0.00448000110516438
Tirana,Albania,10.1,374801,41.3305141,19.825562857582966,1.1764668673464111,europe,0.005034573944904286
Kaunas,Lithuania,43.6,374643,54.8982139,23.9044817,5.064084620216043,europe,0.021662115083727774
Stoke-on-Trent,United Kingdom,68.8,372775,53.0162014,-2.1812607,8.03995885929927,europe,0.03422022711555339
Vinnytsya,Ukraine,16.0,369839,49.2392809,28.5110617,1.881506993611231,europe,0.007945126665083057
Brno,Czech Republic,57.3,369559,49.1922443,16.6113382,6.75231536169585,europe,0.028491727563411992
Mahilyow,Belarus,21.2,369200,53.9090245,30.3429838,2.4992892155562654,europe,0.01053562950358407
Sector 6,Romania,20.2,367760,44.4478746,26.0324476,2.3929086173365124,europe,0.010047844068242221
Bydgoszcz,Poland,73.9,366452,53.1219648,18.0002529,8.781705915167832,europe,0.03674330922552207
Bologna,Italy,27.0,366133,44.4938203,11.3426327,3.2107819645434974,europe,0.013422455449546795
Wuppertal,Germany,32.8,360797,51.264018,7.1780374,3.9617648699587447,europe,0.016320516416894918
Lublin,Poland,72.3,360044,51.250559,22.5701022,8.74678373412361,europe,0.03595723172127014
Coventry,United Kingdom,54.7,359262,52.4081812,-1.510477,6.631615029175072,europe,0.027202753905860955
Bilbao,Spain,13.7,354860,43.2630018,-2.9350039,1.681062975269096,europe,0.00681119499256107
Thessaloniki,Greece,12.1,354290,40.6403167,22.9352716,1.4850446145732172,europe,0.00600731876954019
Florence,Italy,7.2,349296,43.7698712,11.2555757,0.8988420904638099,europe,0.003584753485196588
Sector 2,Romania,23.3,345370,44.45960075,26.130373356982982,2.937184783321897,europe,0.011582389415841441
Vitebsk,Belarus,35.5,342700,55.1930197,30.2070437,4.511786218225856,europe,0.017654072264284445
Zurich,Switzerland,10.2,341730,47.3744489,8.5410422,1.3013800636782646,europe,0.0050777292271275195
Plovdiv,Bulgaria,22.4,340494,42.1418541,24.7499297,2.86348094986016,europe,0.01113232928300254
Nice,France,11.9,338620,43.7009358,7.2683912,1.5318534417829974,europe,0.0059225959362350115
Simferopol,Ukraine,13.5,336460,44.9622742,34.0816974,1.7485051493942547,europe,0.0067171127543409065
Sunderland,United Kingdom,35.4,335415,54.9058512,-1.3828727,4.59254112128481,europe,0.017588055060720895
Alicante,Spain,25.7,334757,38.3436365,-0.4881708,3.348661211464194,europe,0.01279920989140006
Bielefeld,Germany,79.7,331906,52.0191005,8.531007,10.465311598303915,europe,0.03965971138150629
Bonn,Germany,39.1,330579,50.735851,7.10066,5.156372094481925,europe,0.01946264195615329
Brent,United Kingdom,54.3,329100,52.0184884,-0.723545,7.190700412234636,europe,0.027019752062787943
Cordoba,Spain,30.5,328428,37.8845813,-4.7760138,4.042814027552001,europe,0.01516024506782849
Birkenhead,United Kingdom,70.3,325264,53.3895177,-3.0248007,9.40918980630165,europe,0.03494383050583239
Nottingham,United Kingdom,78.8,321500,52.9534193,-1.1496461,10.671315189674907,europe,0.03917249258176056
Islington,United Kingdom,15.6,319143,51.5384287,-0.0999051,2.1276114303720903,europe,0.007752823915674826
Reading,United Kingdom,45.6,318014,51.456659,-0.9696512,6.241130929581608,europe,0.022661664999167736
Iasi,Romania,36.4,318012,47.1615416,27.5837224,4.98015066603233,europe,0.018082907976406683
Valladolid,Spain,24.9,317864,41.6521328,-4.728562,3.4177593937164565,europe,0.012404095810816347
Hrodna,Belarus,39.5,317365,53.6834599,23.8342648,5.425577276451097,europe,0.019660169847933517
Katowice,Poland,105.1,317316,50.2598987,19.0215852,14.424315884734746,europe,0.052260008727719166
Cluj-Napoca,Romania,20.9,316748,46.769379,23.5899542,2.879366880089351,europe,0.010413414809061187
Timisoara,Romania,61.5,315053,45.7538355,21.2257474,8.505887584936033,europe,0.030597471601006822
Kingston upon Hull,United Kingdom,61.6,314018,53.7435722,-0.3394758,8.538103519161792,europe,0.030612460764762345
Preston,United Kingdom,66.4,313332,53.7593363,-2.6992717,9.235131323232617,europe,0.03303924455053256
Ostrava,Czech Republic,81.1,313088,49.8349139,18.2820084,11.279488015059794,europe,0.040321631075359916
Varna,Bulgaria,27.7,312770,43.2073873,27.9166653,3.8573739503830127,europe,0.013775238144742739
Mannheim,Germany,29.1,307960,49.4892913,8.4673098,4.109957965814039,europe,0.014451534812040288
Chernihiv,Ukraine,0,307684,51.272593,31.7417235,0.0,europe,0.0
Newport,United Kingdom,79.8,306844,51.5882332,-2.9974967,11.330351886709284,europe,0.03969568637904418
Craiova,Romania,15.5,304142,44.3190159,23.7965614,2.2167235818892035,europe,0.007697863771028497
Constanta,Romania,23.5,303399,44.1767161,28.6507598,3.372714764230217,europe,0.011683582809292896
Malmoe,Sweden,39.0,301706,55.6052931,13.0001566,5.628000242770321,europe,0.019387434196463642
Brest,Belarus,54.3,300715,52.093751,23.6851851,7.8704949699727935,europe,0.0270233645304854
Swansea,United Kingdom,52.6,300352,51.6195955,-3.9459248,7.624142207508729,europe,0.026145912215888665
Bradford,United Kingdom,54.4,299310,53.7944229,-1.7519186,7.919493103717073,europe,0.02706455521151858
Vigo,Spain,6.1,297332,42.2376602,-8.7247205,0.8906511065765915,europe,0.003023650193893905
Southend-on-Sea,United Kingdom,44.8,295310,51.5388241,0.7128137,6.602516397646996,europe,0.022262294537653847
Sumy,Ukraine,33.7,294456,50.9119775,34.8027723,4.979056512569368,europe,0.016739779997505692
Galati,Romania,7.7,294087,45.4338215,28.0549395,1.1404440938270393,europe,0.0038294121400823697
Bialystok,Poland,52.4,291855,53.127505049999996,23.147050870161664,7.82214114561378,europe,0.026066040664657668
Catania,Italy,20.1,290927,37.5023612,15.0873718,3.0113021796673007,europe,0.010002778439445888
Utrecht,Netherlands,34.6,290529,52.080985600000005,5.12768396945229,5.189206844285337,europe,0.017213641493631335
Kherson,Ukraine,0,289096,46.5421715,33.4079326,0.0,europe,0.0
Poltava,Ukraine,0,288324,49.8607809,33.7498787,0.0,europe,0.0
Sector 4,Romania,69.2,287828,44.38189825,26.119014615153255,10.475830769296044,europe,0.03442736597338242
Marienthal,Germany,36.0,287101,53.5651302,10.0823813,5.462628857391923,europe,0.017906828822162706
Karlsruhe,Germany,43.1,283799,49.0068705,8.4034195,6.6098119436871565,europe,0.02141816434162466
Hamburg-Nord,Germany,53.5,280000,53.61915555,10.009739899920163,8.320420459988682,europe,0.026600241946943822
Horlivka,Ukraine,2.8,278550,48.3058686,38.0027664,0.43799239149446306,europe,0.0013930028704321846
Gijon,Spain,11.8,277554,43.5449422,-5.66275,1.854227112329404,europe,0.005876147650771902
Bari,Italy,37.2,277387,41.1257843,16.8620293,5.842142687287576,europe,0.018502931700373638
Nantes,France,32.3,277269,47.2186371,-1.5541362,5.071862972692994,europe,0.01605650836758208
Cherkasy,Ukraine,0,276360,49.1460165,31.2271744,0.0,europe,0.0
Brasov,Romania,42.0,276088,45.6523093,25.6102746,6.626142919093906,europe,0.020887699546624287
Strasbourg,France,41.6,274845,48.584614,7.7507127,6.586576415504566,europe,0.020669494601508954
Belfast,United Kingdom,98.9,274770,54.596391,-5.9301829,15.674695738544937,europe,0.0491757186601884
Wiesbaden,Germany,37.0,272432,50.0820384,8.2416556,5.910592443281206,europe,0.018385329393082375
Ljubljana,Slovenia,90.2,272220,46.0500268,14.5069289,14.431988057693845,europe,0.04485681901652991
Sector 5,Romania,19.2,271575,44.404906,26.0718655,3.0844178889594502,europe,0.009564125884263319
Khmelnytskyi,Ukraine,0,271263,49.268624,27.0635998,0.0,europe,0.0
Derby,United Kingdom,95.1,270468,52.9212617,-1.4761491,15.317146907834667,europe,0.04730162378287064
Muenster,Germany,52.4,270184,51.9625101,7.6251879,8.454946019610388,europe,0.026082712146194547
Gelsenkirchen,Germany,34.9,270028,51.5110321,7.0960124,5.625314983485439,europe,0.017343547229846407
Chernivtsi,Ukraine,7.5,266533,48.2864702,25.9376532,1.2215314321061341,europe,0.0037173882033034
Eixample,Spain,1.8,266477,41.3936885,2.1636552,0.29388032143157944,europe,0.0008941544017542284
Aachen,Germany,53.3,265208,50.776351,6.083862,8.747696726900433,europe,0.02648882052473767
Zhytomyr,Ukraine,0,263507,50.9080532,28.3867504,0.0,europe,0.0
Moenchengladbach,Germany,66.0,261742,51.1946983,6.4353641,10.986047731437974,europe,0.03283198800309193
Plymouth,United Kingdom,45.2,260203,50.3712659,-4.1425658,7.572257746824108,europe,0.022496759723504584
Augsburg,Germany,61.0,259196,48.3668041,10.8986971,10.245936450678247,europe,0.03032230663152198
Luton,United Kingdom,61.0,258018,51.8784385,-0.4152837,10.296007733061268,europe,0.030332006951284844
L'Hospitalet de Llobregat,Spain,69.5,257038,41.3598601,2.0997927,11.770199452112493,europe,0.03454326925571663
Espoo,Finland,76.5,256760,60.2047672,24.6568435,12.976602642013015,europe,0.03804264069888059
Latina,Spain,23.8,256644,40.4035317,-3.736152,4.04087192443616,europe,0.011841002788839186
Rivne,Ukraine,0,255106,51.2074112,26.5208033,0.0,europe,0.0
Carabanchel,Spain,30.7,253678,40.3742112,-3.744676,5.265538635994233,europe,0.01525133606980084
Wolverhampton,United Kingdom,109.6,252791,52.5847651,-2.127567,18.889057084789098,europe,0.05451978935815068
Eimsbuettel,Germany,33.7,251907,53.57293715,9.958260688824495,5.833433740853754,europe,0.016778254874834423
Altona,Germany,7.2,250192,53.58646755,9.777669726868917,1.2514494992832603,europe,0.0035749422448906314
Nis,Serbia,20.6,250000,43.3211301,21.8959232,3.581106561146359,europe,0.010222086112281583
Porto,Portugal,35.5,249633,41.1494512,-8.6107884,6.192630129870025,europe,0.017650597831493677
Montpellier,France,22.0,248252,43.6112422,3.8767337,3.866988399337979,europe,0.010960942701262787
Czestochowa,Poland,76.0,248125,50.8120466,19.113213,13.346675679965289,europe,0.037811674768791034
City of Westminster,United Kingdom,13.7,247614,51.4973206,-0.137149,2.4127462789861926,europe,0.0068213311378426495
Chemnitz,Germany,84.9,247220,50.8322608,12.9252977,14.959263946679608,europe,0.042225627231310695
Southampton,United Kingdom,123.4,246201,50.9025349,-1.404189,21.828837820270703,europe,0.06136245251903338
A Coruna,Spain,11.9,246056,43.3709703,-8.3959425,2.108244491285725,europe,0.0059229384026523585
Gdynia,Poland,41.0,244969,54.5164982,18.5402738,7.283034493694672,europe,0.020370691814022207
Braunschweig,Germany,63.4,244715,52.2646577,10.5236066,11.284649845151984,europe,0.03153050747069992
Puente de Vallecas,Spain,9.9,244151,40.3868601,-3.6591803,1.7685332615412088,europe,0.0049300806271521036
Blackpool,United Kingdom,45.4,239409,53.8179442,-3.0509812,8.262530428616847,europe,0.0225858181320105
Krefeld,Germany,49.8,237984,51.3331205,6.5623343,9.12065332447336,europe,0.02478312061822653
Halle (Saale),Germany,50.2,237865,51.4825041,11.9705452,9.186433488197318,europe,0.02494938018100995
Arhus,Denmark,33.0,237551,56.1496278,10.2134046,6.053739096618253,europe,0.016419610285650824
Podgorica,Montenegro,30.2,236852,42.4415238,19.2621081,5.558164398046323,europe,0.015031098702540912
Ivano-Frankivsk,Ukraine,0.2,236602,48.7481718,24.5207477,0.028785523691943062,europe,7.776332620396761e-05
Kosice,Slovakia,81.6,236563,48.7172272,21.2496774,15.027312961734227,europe,0.04058919448132894
Sant Marti,Spain,11.2,235719,41.4067821,2.2036554304863256,2.0763622824984878,europe,0.005588303743500117
Gasteiz / Vitoria,Spain,29.7,235661,42.8465088,-2.6724025,5.497437433141863,europe,0.014792115655011612
Granada,Spain,15.1,234325,37.1734995,-3.5995337,2.810780217823987,europe,0.007520172388798397
Hamburg-Mitte,Germany,30.5,233144,53.5293836,9.9868308,5.702000648852437,europe,0.015178672406886477
Kiel,Germany,65.6,232758,54.3227085,10.135555,12.27073649965266,europe,0.032610505376279256
Bordeaux,France,18.1,231844,44.841225,-0.5800364,3.3965649496385257,europe,0.008991208462343326
Gent,Belgium,38.5,231493,51.0538286,3.7250121,7.249604759209954,europe,0.019161719362745966
Elche,Spain,28.6,230112,38.2653307,-0.6988391,5.405990796660169,europe,0.014203548262822514
Milton Keynes,United Kingdom,142.3,229941,52.0406502,-0.7594092,26.966035256243405,europe,0.07079715339706337
Magdeburg,Germany,81.7,229826,52.1315889,11.6399609,15.491502201211704,europe,0.04065135009421649
Ploiesti,Romania,17.5,228851,44.9417468,26.0236504,3.331248828632512,europe,0.00870446674420903
Lille,France,63.7,228328,50.6365654,3.0635282,12.149246356656297,europe,0.03167311614637829
Ciudad Lineal,Spain,8.1,228171,40.4484305,-3.650495,1.5523592054741906,europe,0.0040442216464251
Bexley,United Kingdom,11.2,228000,51.4416793,0.150488,2.132521935550388,europe,0.005551503735020721
Sosnowiec,Poland,43.4,227295,50.2780834,19.1342944,8.316069811383397,europe,0.021581930566862386
Neue Neustadt,Germany,64.0,226851,52.1580537,11.6386092,12.293191067068001,europe,0.03184106695575356
Radom,Poland,73.5,226794,51.4022557,21.1541546,14.11575908120546,europe,0.03655258372275447
Sector 1,Romania,17.6,225453,44.487945100000005,26.05015497306519,3.4059411579621206,europe,0.008767493277759565
Oviedo,Spain,14.7,224005,43.3604218,-5.8450534,2.849910755315936,europe,0.007289055463777044
Santa Cruz de Tenerife,Spain,20.7,222417,28.469648,-16.2540884,4.05617233735769,europe,0.010300698123210201
Graz,Austria,43.8,222326,47.0708678,15.4382786,8.58878831950769,europe,0.021802406657959912
Ternopil,Ukraine,0,221820,49.6630002,25.6167516,0.0,europe,0.0
Banja Luka,Bosnia and Herzegovina,58.1,221106,44.7720845,17.1917651,11.448606448974983,europe,0.028902501785144658
Babruysk,Belarus,21.8,220517,53.1449683,29.2281209,4.305733714504022,europe,0.010841054442721742
Fuencarral-El Pardo,Spain,0,220085,40.55634555,-3.7785905137518054,0.0,europe,0.0
Kremenchuk,Ukraine,27.0,220065,49.09285285,33.43081884909263,5.3389963577381145,europe,0.013415068140524464
Messina,Italy,4.6,219948,38.1937571,15.5542082,0.9142588898811802,europe,0.002295997926074883
Badalona,Spain,21.8,219547,41.4493539,2.248254,4.331431610357863,europe,0.010857785330236966
Oberhausen,Germany,45.5,219176,51.4696137,6.8514435,9.035396238398148,europe,0.022611141188806312
Verona,Italy,34.8,219103,45.4384958,10.9924122,6.921961190350434,europe,0.017316486006457604
Terrassa,Spain,11.1,218535,41.5629623,2.0100492,2.204188051562992,europe,0.0054998637213216645
Mokotow,Poland,49.9,217683,52.1939874,21.0457809,9.985117965383665,europe,0.02481761233339693
Freiburg,Germany,28.5,215966,47.9960901,7.8494005,5.750243251518653,europe,0.014179270373026269
Northampton,United Kingdom,70.0,215963,52.23433665,-0.9028072768185829,14.122153550347447,europe,0.03482270977188134
Archway,United Kingdom,8.9,215667,51.5654371,-0.1349977,1.7986885412283744,europe,0.004429165897263944
Novi Sad,Serbia,71.3,215400,45.2551338,19.8451756,14.415119190683765,europe,0.03545244719911168
Lutsk,Ukraine,13.3,213661,50.7450733,25.320078,2.713537151986812,europe,0.006619776258177089
Bergen,Norway,21.2,213585,60.3943055,5.3259192,4.330485763569968,europe,0.010560625610262582
Braila,Romania,10.7,213569,45.2716092,27.9742932,2.1782828154744025,europe,0.005311714960876322
Norwich,United Kingdom,50.9,213166,52.6285576,1.2923954,10.407082256297024,europe,0.025329650959237872
Luebeck,Germany,51.4,212207,53.866444,10.684738,10.551557184933753,europe,0.025565750422078252
Cartagena,Spain,38.3,211996,37.6019353,-0.9841152,7.864436540923832,europe,0.01903608175288088
Eindhoven,Netherlands,71.7,209620,51.4392648,5.478633,14.898922213050763,europe,0.0356590567934157
Rennes,France,37.4,209375,48.1113387,-1.6800198,7.776210244109095,europe,0.018589816404548497
Kielce,Poland,34.4,208598,50.85403585,20.609914352101452,7.191619430182508,europe,0.017128491619617665
Jerez de la Frontera,Spain,32.8,207532,36.6816936,-6.1377402,6.886872057849046,europe,0.016318843163119913
Oradea,Romania,25.1,206614,47.058715,21.927919041661156,5.2938860393443115,europe,0.012488682249050177
Sabadell,Spain,17.5,206493,41.5421013,2.1138977,3.691067876861356,europe,0.008702412150800578
Mostoles,Spain,28.2,206478,40.3238525,-3.8649214,5.948203719506568,europe,0.01402303123292413
Linz,Austria,26.8,204846,48.3059078,14.286198,5.706321008436287,europe,0.013346456318373789
Alcala de Henares,Spain,37.3,204574,40.4818396,-3.3644973,7.947675886786083,europe,0.01856405588135222
Debrecen,Hungary,27.6,204124,47.531399,21.6259782,5.888485484704615,europe,0.01372397635782112
Padova,Italy,40.2,203725,45.4077172,11.8734455,8.587001383098203,europe,0.019974142392332892
Erfurt,Germany,38.2,203254,50.9777974,11.0287364,8.191555441346347,europe,0.019010246942565374
Tampere,Finland,62.3,202687,61.4980214,23.7603118,13.39496397078202,europe,0.030999145796961586
Harburg,Germany,3.7,202571,48.7856056,10.692743,0.7992041407281606,europe,0.0018484907411241377
Favoriten,Austria,48.8,201882,48.1734232,16.3779143,10.531733244785096,europe,0.024276145469123548
Nicosia,Cyprus,61.5,200452,35.1748976,33.3638568,13.374833748494703,europe,0.030611250291960993
Charleroi,Belgium,73.3,200132,50.4120332,4.4436244,15.953627772853832,europe,0.03645509821873894
Tilburg,Netherlands,34.3,199613,51.585618749999995,5.066061908648313,7.4760925867306876,europe,0.017039065609523413
Bila Tserkva,Ukraine,17.8,199163,49.7969703,30.1158069,3.885129587949556,europe,0.008834794474702043
Dudley,United Kingdom,63.7,199059,52.5110832,-2.0816813,13.93908586899468,europe,0.0316809644182608
Hagen,Germany,40.9,198972,51.3582945,7.473296,8.957921582442603,europe,0.02035080082826823
Gliwice,Poland,64.9,198835,50.294113,18.6657306,14.214224530501555,europe,0.03226994960810888
Torun,Poland,37.8,198613,53.0102721,18.6048094,8.292601968472939,europe,0.01880532199515111
Pamplona,Spain,35.7,198491,42.8182536,-1.6440304,7.845497593190482,europe,0.017780484687959286
Rostock,Germany,46.2,198293,54.0924445,12.1286127,10.149627678866892,europe,0.022979457772060806
Fuenlabrada,Spain,54.6,197836,40.282476,-3.7923422,12.01544665243489,europe,0.02714110494681104
Aberdeen,United Kingdom,88.9,196670,57.1482429,-2.0928095,19.689579455552128,europe,0.04421369797914061
Reims,France,53.3,196565,49.2577886,4.031926,11.801512831277183,europe,0.026486596522255712
Burgas,Bulgaria,0,195966,42.444553,27.208264534658166,0.0,europe,0.0
Kassel,Germany,49.7,194501,51.3154546,9.4924096,11.126238613930349,europe,0.024708847579302393
Portsmouth,United Kingdom,66.1,194150,50.8036831,-1.075614,14.835401676517654,europe,0.03288660080803213
Newcastle upon Tyne,United Kingdom,60.2,192382,54.9738474,-1.6131572,13.631461384366954,europe,0.029942574252081272
Klaipeda,Lithuania,29.7,192307,55.7127529,21.1350469,6.725320221082069,europe,0.014766934308894843
Zabrze,Poland,39.6,192177,50.3086154,18.7863749,8.977562901529625,europe,0.01969890784259815
Cork,Ireland,30.3,190384,51.897077,-8.4654674,6.923101640854451,europe,0.015049200805119995
Vantaa,Finland,59.4,190058,60.2921321,25.0411832,13.613185715848338,europe,0.02954120500016321
Bytom,Poland,10.7,189186,50.3657432,18.87153251609449,2.469209392778627,europe,0.005333707526500619
Almeria,Spain,39.3,188810,36.8414197,-2.4628135,9.078206812644982,europe,0.019570744481080614
Sutton,United Kingdom,20.5,187600,51.357464449999995,-0.17362689496950337,4.763468158426487,europe,0.010203246591577834
Trieste,Italy,32.5,187056,45.6496485,13.7772781,7.574502584581275,europe,0.016177374655063873
Donaustadt,Austria,47.6,187007,48.2269664,16.4944845,11.092243108250186,europe,0.023684243906374438
Leganes,Spain,44.9,186066,40.3281942,-3.76527,10.500810679085957,europe,0.022308590531463498
Le Havre,France,40.5,185972,49.4938975,0.1079732,9.476397330486417,europe,0.020122090855047244
Swindon,United Kingdom,58.8,185609,51.5613683,-1.7856853,13.797917989728402,europe,0.029241178537855954
San Sebastian,Spain,6.2,185357,43.3224219,-1.9838889,1.4498220456125739,europe,0.003068357603043888
Mainz,Germany,33.8,184997,50.0012314,8.2762513,7.951286534195005,europe,0.016795168759606505
Brescia,Italy,0,184826,45.77958045,10.4258729694612,0.0,europe,0.0
Geneve,Switzerland,30.3,183981,46.2017559,6.1466014,7.1694802229079615,europe,0.015060622689892559
Cergy-Pontoise,France,50.9,183430,49.0527528,2.0388736,12.08878277365287,europe,0.02531833966750907
Sants-Montjuic,Spain,37.5,183120,41.3647625,2.154233,8.909883245294905,europe,0.018629022832927705
Santander,Spain,34.8,182700,43.4620412,-3.8099719,8.30300567130901,europe,0.017320330075355155
Liege,Belgium,36.1,182597,50.6450944,5.5736112,8.615091647199927,europe,0.0179612195708798
Prato,Italy,1.6,181820,43.935718050000006,11.09414726770089,0.37518941748746,europe,0.0007788871087084944
Saarbruecken,Germany,93.8,181227,49.234362,6.996379,22.552642781609215,europe,0.04666622004591283
Groningen,Netherlands,45.3,181194,53.2190652,6.5680077,10.894910998183075,europe,0.022539785643187964
Taranto,Italy,0,181082,40.54881555,17.08058012454743,0.0,europe,0.0
Crawley,United Kingdom,50.5,180508,51.1103444,-0.1801094,12.178415924263113,europe,0.02509975826410625
Castello de la Plana,Spain,34.1,180005,39.9860347,-0.0377354,8.25784168826599,europe,0.016972014871300622
Praga Poludnie,Poland,62.1,179836,52.2373961,21.0712578,15.04763419384077,europe,0.030897770388705822
Hamm,Germany,40.9,178967,51.6804093,7.815197,9.953865117830615,europe,0.02033981468700636
Burgos,Spain,26.9,178966,42.343926,-3.696977,6.559230273892062,europe,0.01340311338526933
Amadora,Portugal,27.6,178858,38.7595162,-9.223677009460125,6.72939596767737,europe,0.013742531337241152
Ipswich,United Kingdom,73.1,178835,52.0579495,1.1526345,17.80942254511161,europe,0.036365087706548754
Bielsko-Biala,Poland,46.4,176515,49.822118,19.0448936,11.449754912046375,europe,0.023075976592346885
Almere Stad,Netherlands,69.1,176432,52.3722582,5.2176582,17.051014903191067,europe,0.03434866587651324
Split,Croatia,56.2,176314,43.5116383,16.4399659,13.890197867432073,europe,0.02796259759560703
Saint-Etienne,France,33.3,176280,45.4401467,4.3873058,8.237043877466798,europe,0.01657893784959569
Turku,Finland,92.4,175945,60.4517531,22.2670522,22.868602531923496,europe,0.045940830095705903
Wigan,United Kingdom,61.7,175405,53.5457188,-2.6264624,15.333181207914647,europe,0.030708352655785753
Croydon,United Kingdom,46.2,173314,51.3713049,-0.101957,11.607557612343792,europe,0.022969776836281243
Miskolc,Hungary,21.5,172637,48.1030643,20.7900429,5.415434864824585,europe,0.010674548120082594
Walsall,United Kingdom,51.2,172141,52.5847949,-1.9822687,12.962117620358843,europe,0.025476664138516795
Herne,Germany,45.7,172108,51.5380394,7.219985,11.568526042965859,europe,0.022733241664341805
Mansfield,United Kingdom,62.7,171958,53.1443785,-1.1964165,15.877813130564629,europe,0.03117420262389003
Olsztyn,Poland,49.4,171803,53.7767239,20.477780523409734,12.512553464497556,europe,0.02454477026690415
Bacau,Romania,0,171396,46.4228703,26.716399078506697,0.0,europe,0.0
Oxford,United Kingdom,30.3,171380,51.7520131,-1.2578499,7.699000770090134,europe,0.015065265292369505
Muelheim,Germany,52.4,170921,51.4272925,6.8829192,13.363432201300418,europe,0.026079287491480422
Albacete,Spain,15.6,169716,38.9950921,-1.8559154,4.0096628244860195,europe,0.0077698551706864875
Reggio Calabria,Italy,14.3,169140,38.1035389,15.6397556,3.6842190810374604,europe,0.007114986100168254
Arad,Romania,17.2,169065,46.1753793,21.3196342,4.443379559329309,europe,0.008577276372430616
Baranovichi,Belarus,11.3,168772,53.13217855,25.97101338172825,2.904856230385724,europe,0.005597670387847978
Toulon,France,41.2,168701,43.1257311,5.9304919,10.63785678187867,europe,0.020490571823007543
Angers,France,64.3,168279,47.4739884,-0.5515588,16.641094743300364,europe,0.03197378850836324
Horta-Guinardo,Spain,15.7,168092,41.42883005,2.1439571346222888,4.072441401692968,europe,0.007815993162147952
Patra,Greece,20.3,168034,38.246242,21.7350847,5.267273917562283,europe,0.010105675574766182
Alcorcon,Spain,37.7,167967,40.3492998,-3.8284295,9.777487824943384,europe,0.01875139280679442
Breda,Netherlands,54.0,167673,51.5887845,4.7760237,14.039026359790173,europe,0.02687709995866505
Pitesti,Romania,18.6,167669,44.8572343,24.8719422,4.827210064633523,europe,0.009241261395069934
Neukoelln,Germany,50.9,167248,52.4811497,13.4353501,13.251155254794117,europe,0.025304453228401164
Getafe,Spain,30.6,167164,40.3081807,-3.7302679,7.9645967688950865,europe,0.015201583527758324
Osnabrueck,Germany,52.1,166462,52.2719595,8.047635,13.63382479296656,europe,0.025912845110450528
Nou Barris,Spain,21.6,166310,41.4458153,2.1798006,5.666132335558915,europe,0.010759382801290303
Warrington,United Kingdom,61.6,165456,53.3899497,-2.5943178,16.206585558581097,europe,0.030616555520982476
Szeged,Hungary,20.0,164883,46.2546312,20.1486016,5.292449744962766,europe,0.009963568381265818
Basel,Switzerland,5.7,164488,47.5581077,7.5878261,1.504810355890122,europe,0.00282616994535901
Zenica,Bosnia and Herzegovina,13.4,164423,44.199828,17.9093012,3.5417799752037133,europe,0.006649154560702067
Solingen,Germany,72.8,164359,51.1721629,7.0845893,19.283672014879194,europe,0.03618807724673641
Pilsen,Czech Republic,69.2,164180,49.7477415,13.3775249,18.35470742106587,europe,0.03440725290589742
Slough,United Kingdom,34.8,163777,51.5111014,-0.5940682,9.258374171336811,europe,0.01731290406079695
Piraeus,Greece,21.6,163688,37.9431594,23.6470593,5.741982718390266,europe,0.010731514227279953
Bournemouth,United Kingdom,26.9,163600,50.720097,-1.8799272,7.171647063025353,europe,0.013396288446915232
Peterborough,United Kingdom,66.4,163379,52.5725769,-0.2427336,17.697977684955298,europe,0.033014304983043676
Ludwigshafen am Rhein,Germany,64.0,163196,49.4704113,8.4381568,17.08570038316609,europe,0.031836445865123145
Floridsdorf,Austria,43.0,162779,48.279815049999996,16.412134555336003,11.499400711652768,europe,0.021372526595876934
Leverkusen,Germany,78.6,162738,51.0324743,6.9881194,21.038068380189817,europe,0.03909103047252186
Hortaleza,Spain,60.0,161661,40.4725491,-3.6425515,16.168160076616083,europe,0.029843389251647128
Anderlecht,Belgium,31.3,160553,50.8390983,4.3296526,8.49603267777591,europe,0.015574599274668373
Oldenburg,Germany,70.9,159218,53.1389753,8.2146017,19.395620917200787,europe,0.03525966110937378
Modena,Italy,12.2,158886,44.5384728,10.935960870530739,3.350718149687825,europe,0.006078631440098702
Nijmegen,Netherlands,20.8,158732,51.842574850000005,5.838960628748229,5.710867507651816,europe,0.010350202700868715
Grenoble,France,53.3,158552,45.1875602,5.7357819,14.646037629470209,europe,0.026513932878866577
Cambridge,United Kingdom,28.9,158434,52.2055314,0.1186637,7.947252111841421,europe,0.014376317636229742
